,review,polarity
4474,실내에서 사용하기엔 소음때문에 좀 불편해요~! ,부정
4475,그런데 16리터보다 빠진 기능이 있고 제습력은 비슷해서 더 좋은지는 모르겠네요...,부정
4476,바람도 괜찮아요. ,긍정
4477,사이드에서 바람이 나오지않아서 좀 실망이고,부정
4478,소음도 적고,긍정
4479,시원하고 마음에 들어요~! ,긍정
4480, 탈수 5분 남았을때  의류 건조모드 사용해서 말리는데  향이 너무 좋아요.,긍정
4481,합리적인 가격에 구매해서 기분 좋아요~~~ ,긍정
4482,물통 용량은 작아도 너무 작네요.. -.- ,부정
4483, 최하16도까지 내려가서 시원하네요.,긍정
4484,상품에 스크래치 대박.... 중고품 보내주신 줄 알았어요 마감이...,부정
4485,리모콘도 불량으로 오고 마감자체가 허접해서 맘에 안듭니다 ㅠ,부정
4486,낮은 풍력에서는 풍량이 약해서 불만족스러워요.,부정
4487,소음은 생각했던 것보다 시끄럽네요 ㅠ,부정
4488,또 바퀴가 하단부에 달려서 옮기기 쉬워서 엄마께서 아주 만족해하십니다. ,긍정
4489,"제품 높이도 높아서 침대, 책상, 소파, 식탁 등에서 사용하기 좋습니다.. 만족해요.. ",긍정
4490,만수 되면 저절로 꺼지는 기능도 아주 마음에 듭니다.,긍정
4491,빅세일 기간에 저렴하게 구매해서 좋습니다! ,긍정
4492,바퀴 부드럽게 잘 움직여서 이동성이 좋네요^^,긍정
4493,다만 전원을 켜지 않은 상태에서 모터 부분에서 윙~ 소리가 나서 황당하고 불만족스럽네요.. ,부정
4494,다만 생각보다 무게가 무거워 문턱에서 들어올릴때 힘들어요. 아쉽네요..,부정
4495,냄새도 틀때는 좀 나지만 환기 자주하면 되니가 괜찮습니다. ,중립
4496,가격대비 상품 품질 좋아요,긍정
4497,물통 용량이 작은데 쓰기에는 무난하네요.,중립
4498,화력이 높아서 마음에 들어요~^^,긍정
4499,에어프리 필터가 있다는데 눈으로 안보이니까 불안해요,부정
4500,기름 연비가 좋아 올 겨울 난방이 확실히 줄었어요. ㅜ 제품 구입 만족합니다. ~,긍정
4501,다만 4단 이상으로 바람세기를 올리면 생각보다 소음이 커져서 좀 거슬리네요.. 아쉬워요. ㅜ ,부정
4502,하지만 필터를 주기적으로 갈아야하는 번거로움이 있네요 ㅠㅠ,부정
4503,가벼워서 좋아요,긍정
4504,구형모델이라 제조된지 한참 지난 제품이 왔어요 실망스러워요..,부정
4505,이동도 어렵지 않고 편리한점이 마음에 드네요 ,긍정
4506,장마철 켜보니 집안 습도가 금방 내려가고 끈적함이 사라져 너무 만족합니다. ,긍정
4507,색상이 칙칙한 흰색이라 별로네요,부정
4508,3만원 할인은 좋았습니다,긍정
4509,디자인도 심플하면서도 고급지고,긍정
4510,4단 이후로는 시끄럽지만 1~3단은 아~~주 조용하고 좋아요,중립
4511,소음은 걱정했던 것보다 심하지 않아요.,중립
4512,강풍일때는 소음이 좀 커서 아쉽지만,부정
4513,제품 바람세기 1-2에선 거의 무소음이네요.. 너무 조용해서 만족합니다.. ,긍정
4514, 옮기는데 낑낑 좀 무겁네요,부정
4515,비교적 착한 가격에 사서 기분 좋았어용~~,긍정
4516,고장난 곳 없이 튼튼하고 잘 작동해서 좋네요!,긍정
4517,디자인이 아주 심플하고 ,긍정
4518,다만 물통이 세척하기에 불편하게 되어 있어서 별 한개 뺍니다.. 안좋아요. ㅜ ,부정
4519,소음도 크지 않아서 너무 좋구요. ,긍정
4520,선풍기 디자인이 깔끔해서 정말 마음에 드네요ㅎ,긍정
4521,제품 켜면 금새 집안이 따뜻해져서 좋아요.  성능 굿~! ,긍정
4522,다만 차박할때 사용하니 기름 냄새가 나서 좀 아쉬웠어요. ,부정
4523,일반 선풍기보다 사이즈도 크고 키가 커서 좋아요. ,긍정
4524,물통이 별도로 분리말고 자동배수로 해야해서 좀 번거로워요.,부정
4525,화력이 높아 난로 위에 물 주전자 올려놓고 끓이면 가습 효과가 있어서 호흡이 편해요.,긍정
4526,제품은 역시 성능도 좋고 높이조절과 어플 연동되서 아주 만족스럽네요!,긍정
4527,밖에가 너무 더워서 무용지물이래요,부정
4528,중간에 이음새 부분이 앞으로 쏠려서 뒤쪽에 틈이 벌어질 정도예요.  왜 이렇게 만드셨나 모르겠네요.,부정
4529,소리가 조용하진 않네요,부정
4530,너무시원해요,긍정
4531,가격이저렴하지만냉난방이다되고^^ ,긍정
4532,제습기를 끄면 전원이 꺼지고 팬만 돌아가는 기능이 좋고 건조도 잘되서 아주 마음에 듭니다~,긍정
4533,바퀴가있어 이동이 쉽고 편해요.,긍정
4534,제품은  좀 무겁지만 바퀴가 있어서 다행이네요.,중립
4535,다만 물통 용량이 작아서 물 자주 빼줘야 하는 번거로움이 있네요. ㅜ 안 좋아요. ,부정
4536,16리터로 선물했는데 성능좋고 제습력이 좋다고 무척 좋아합니다^^ ,긍정
4537,소음이 약간 있어서 불편하긴 하네요,부정
4538,소음이 좀 있구요,부정
4539,스위치가 튀어나와 있어 좀 투박?한 느낌.,중립
4540,제품 사용하고 집안이 뽀송해져서 아주 만족해요.. ,긍정
4541,우선 선풍기의 소음이 거의 없고 조용합니다~ ,긍정
4542,실내 공기가 따뜻해져서 성능은 엄청 좋습니다!!,긍정
4543,석유 넣고 심지 적시고 켜고 끄는 방법이 설명서에 자세히 써있어서 좋아요~,긍정
4544,리모컨은  안되서ㅜㅜ,부정
4545,물통 탈착이 원할하게 잘 안되서 답답해요 짜증납니다.,부정
4546,저렴한 가격 덕분에 구입해서 기분이 좋네요. ㅎㅎ,긍정
4547,제습력이 매우 우수해서 아이들 젖은 운동화며 이불이 건조되어 마음에 듭니다. ,긍정
4548,단점은 물통 용량이 너무 작아서 수시로 비워 줘야 됨.,부정
4549,제품 소음은 보통 정도로 쏘쏘 합니다. ,중립
4550,디자인도 예쁘고 만족합니다~~,긍정
4551, 작아서 그런지 화력은 별로에요. ㅜ 실망,부정
4552,여름 가전하면 OOO회사 제품이라고 주저없이 구입했는데 실망이 크네요.. ,부정
4553,가격때문에 고민좀 했는데 괜한고민한거 같네요,중립
4554,조작이 넘 조잡해요.,부정
4555,성능이 좋아서 잘 돌아가고 시원한 바람이 좋아서 동일모델 추가구매했어요^^,긍정
4556,또 제습력이 탁월해서 하루에 한번씩 물통을 비워줘야 하네요.. 굿~^^,긍정
4557,소음도 조용해서 아주 좋습니다. ,긍정
4558,바람도 시원하게 성능도 좋고,긍정
4559,확실히 타사보다 소음이 적긴 합니다. ,긍정
4560,마감도 깨끗하게 잘 되었네요^^,긍정
4561,화장실 설치하고 작동을 하는데 엄청난 굉음을 내서 놀랐습니다.ㅠㅠ,부정
4562,환풍기 흡입력이 약해서 냄새가 잘 안빠지고 별로예요ㅜ,부정
4563,너무 저렴한데다 카드할인까지 받아서 한대값으로 두대받았네요,긍정
4564,방송에서 신상처럼 쇼호스트가 야기해서 가격행사도 해서 얼른 샀는데 이틀뒤 3세대 팔아서 실망스러웠네요,부정
4565,보기보다 제품이 커서 놀랬지만,부정
4566,하루 제습량도 넉넉해서 마음에 들어요 .,긍정
4567,다만 아쉬운 점은 리모컨에 에코모드 기능 버튼이 없어서 불편하네요.. ㅜ ,부정
4568,근데 물통 소재가 별로네요 금방 깨질 꺼 같아요. ,부정
4569,저가 플라스틱 소재 느낌으로 싸구려 선풍기 같고 마음에 들지 않아요.,부정
4570,디자인 좋아요~~깔끔하고 ,긍정
4571,작동시 소음이 너무 크네요ㅜ ,부정
4572,소음도 크게 나서 시끄럽고 거슬리네요ㅠ,부정
4573,물통 용량도 6리터라 넉넉해서 좋네요!,긍정
4574,다만 제품 사용할때 소음은 좀 있어 불편해요. ,부정
4575,제품 사이즈는 작은데 화력이 강력해서 좋네요. ,긍정
4576,바람도 부드러워요.,긍정
4577, 또한  무풍으로 하면   정말   조용하면서 시원해서  ,긍정
4578,전력대비 효율이 떨어져요 ㅠ,부정
4579,엄청 조용해서 아이들 방에서 사용하라고 넣어줬어요.. 너무 좋네요.. ,긍정
4580,목에 걸었는데 무게감이 느껴지네요.,부정
4581,작년 동일모델 추가구매 한건데 제조일자가 같아서  놀랐지만 제품은 괜찮습니다. ,중립
4582,다만 전체적인 플라스틱 재질이 외부 충격에 약해보여서 좀 아쉬워요. ㅜ ,부정
4583,물통이 빨리 차고 방이 금세 쾌적해 지는 거 보니 성능이 아주 좋습니다.,긍정
4584,제품 성능 좋아 금방 집안이 따뜻해지네요. 굿~!^^,긍정
4585,헤드와 지지대 조립이 좀 이상하네요,부정
4586,할인 할 때 쿠폰쓰고 저렴한 가격에 구매했어요 잘 샀네요~^^,긍정
4587,다만 아무래도 기름으로 사용하니 냄새가 조금 납니다. ,중립
4588, 효과는 좋아요,긍정
4589,그리고 인버터라 전기요금 걱정도 없는점이 마음에 들구요!!,긍정
4590,상품도 좋고 무엇보다 무선이라 필요한 장소에 옮겨 사용하기 너무 편리해서 좋습니다.,긍정
4591,배터리가 생각보다 오래가지 않아 아쉬워요.,부정
4592,다만 대용량 제품이 아니라 3-4시간만에 물통을 교체해줘야 하는 점이 번거롭네요. ㅜ 안좋아요. ,부정
4593,제품 구성에는 누수방지캡 포함이라 되어있었는데 누락되었는지 아무리 찾아도 없네요. ㅜ ,부정
4594,앞에 있는 사물이 따뜻해지는거라 조금 아쉬움.,부정
4595, 그냥저냥 이지만 혼자 쓰면 에어컨필요없을듯,중립
4596,가격대비 가성비 최고의 제품이예요!!,긍정
4597,다들 여름 필수품이라고 강추하셔서 구입했는데 와우~~ 눅눅함과 옷의 곰팡이 냄새도 모두 사라져서 마음에 들어요.. ,긍정
4598,헉~ 대기업 제품이라 당연히 등급 높을 줄 알았는데 소비전력효율 3등급이라니 ㅜ 실망이 크네요..,부정
4599,바람이 멀리까지 가서 공기정화 잘 될 것 같아요. 앞으로도 잘 사용하겠습니다!,긍정
4600,저렴한 가격에 잘 구매했어요^^,긍정
4601, 바람이 너무 약해요.. 선풍기라고 말하기 민망하네요,부정
4602,소음도 없고 조용해서 만족해요~,긍정
4603,"일반적인 습기제거 뿐 아니라 옷, 신발 건조기능도 있어서 매우 유용합니다. 대만족해요~! ",긍정
4604,혹한기때 사용하기는 요 난로 용량으로는 부족할 거라 하셔서 걱정했는데 역시나 부족하네요. ,부정
4605,또 소음은 왜이렇게 큰지 ㅜㅜ 시끄러워서 안좋아요.. ,부정
4606,다만 2시간 타이머가 기본으로 작동되어 자꾸 꺼져서 불편하고 아쉬워요.,부정
4607, 바람세기가 좀세졌으면좋겠네요,부정
4608,소음 1도 없네요,긍정
4609,작년부터 사고 싶었던 제품을  할인된 가격으로 구매해서 너무 좋아요~~~,긍정
4610,조립이 생각했던 것 보다 어렵지 않아서 빠르게 끝냈어요.,긍정
4611,제품 사이즈가 기존꺼보다 작아서인지 흡입력은 좀 약하네요...,부정
4612,왜 제습기 좋다고 하는지 이제야 알았어요 제방에 습기가 이렇게 많았다니요. 제습기능 대만족입니다.,긍정
4613,회전이 안되는게 살짝 아쉽지만 ,중립
4614,리모콘 필름제거하고 앞뒷판 뒤집어가며 아무리 넣었다빼봐도 먹통ㅠ,부정
4615,또 날개가 7엽이라 타사제품에 비해 바람이 부드러워서 좋습니다.. ,긍정
4616,참  휀소리가  의외로 되게  큽니다,부정
4617,가격은 비싸지만 역시 비싼만큼 좋은것같아요,중립
4618,색상은 아이보리가 아니고 미색에 가까워요,부정
4619, 디자인도 심플하고 예뻐서 만족합니다,긍정
4620,다만 제품 이동시킬때 어디에도 손잡이를 찾을 수 없어 불편하고 아쉬워요. ㅜ,부정
4621,그리고 할인 덕분에 싼 가격에 사서 더욱 좋았네요~,긍정
4622,또 제품 켜면 초반에 불쾌한 냄새가 나서 머리가 아파요.. 구입 후회 되네요. ㅜ ,부정
4623,가격도 저렴한데,긍정
4624,디자인이 깔끔하고 심플하니 마음에 들어요~,긍정
4625,가격에 비해 제품 성능이 무척 우수해서 마음에 쏙 듭니다.. ,긍정
4626,약간은 무거워요,중립
4627,비교적 대형 평수 아파트 거실에서 쓰는데 21도~23도 까지 약 10분정도도 안 걸려 깜짝 놀랐네요.,긍정
4628, 터치 기능과 상하회전 기능과 바람세기 9까지 있어 작지만 강합니다~,긍정
4629,적립금  빨리 쓰게 해주세요.ㅠㅠ날짜 되 갑니다.,부정
4630,제품 크기는 생각보다 커서 좀 놀랐고 아쉬워요. ,부정
4631, 가격도 저렴한 편은 아닌듯 한데 조굼 실망스러웠습니다,부정
4632,제품 켜면 냄새가 바로 나서 불편합니다.ㅜ ,부정
4633,제품 가격은 타사 동종 제품과 비슷하고 적당하 가격에 구입해서 그럭저럭 괜찮아요..,중립
4634,바퀴와 손잡이가 있어 제습기 이동이 엄청 편리해서 좋아요~ ,긍정
4635,다만 제품 코드 연결선이 길지 않아서 쓸때 종종 불편함을 느껴요.. 그점이 아쉽네요. ㅜ,부정
4636,다만 예상보다 무게가 너무 무거워서 윗층으로 옮길때 힘들고 안좋네요.. ,부정
4637,작동하면 소음이 하나도 안들려요 조용해서 좋아요,긍정
4638,그렇게 조용하진 않아요,중립
4639,성능도 별로고ㅠ 완전 속은 기분,부정
4640, 인버터 기능에 제습기능까지 너므너무 맘에 들어요 . ,긍정
4641,제품 디자인이 무척 깔끔하고 간결해서 마음에 듭니다..,긍정
4642,도착하자마자 가동시켜보니 물통안에 물이 금방 차올라서 신기하고 기분 좋네요.. 성능 짱~!,긍정
4643,바람조절 단계가 정말 많아서 시원하게 쓰기 좋아요.,긍정
4644,충전하고 무선으로 사용 할 수 있어 편리해요~~,긍정
4645,제품 조작할때 버튼이 종종 잘 안될때가 있어서 좀 불편하고 아쉬워요. ㅜ ,부정
4646,기술력이 6년이나   차이나는데 더  나은점이 없다니,부정
4647,풍속조절도 6에서 7단계로 넘어가면 갑자기 쎄져서 놀라는게 다반사예요 ㅜ,부정
4648,디자인은 너무 투박해서 아쉬워요,부정
4649,본체 연결부가 큰봉으로 되어 있어 안정감이 다소 부족해 흔들거리는게 좀 아쉬움ㅠ,부정
4650,다만 조립할때 제품이 불량이라는 걸 알아서 실망스러웠어요. ㅜ ,부정
4651,제품 디자인이 라디오처럼 생겨서 예전 향수가 살아나네요.. 굿~!,긍정
4652,오프가 자동으로 2시간만에 꺼지니까 불편해요~~,부정
4653,가성비가 아주 좋은 제품입니다~,긍정
4654,소음도 없어서 만족합니다.,긍정
4655,제습기 소리도 크지 않고,긍정
4656,상품 후기에 요즘 캠퍼들의 최고 인기 브랜드라고 해서 구입했는데 아담하니 귀여워 우선 만족. ,긍정
4657, 가격 대비 가성비가 좋네요.,긍정
4658,물받이 그릇의 용량이 적은게 아쉽습니다.,부정
4659,다만 장말철이라 그런제 뽀송해지기까지 시간이 좀 오래걸리는것같아서 아쉽네요,부정
4660,날씨가 춥고 습해서 사용하니 제습이 잘되고 보송보송 너무 좋습니다~,긍정
4661,제습기 특성상 소음이 커서 별로예요...,부정
4662,제품 소비전련효율 등급이 1등급이 아니라는 점은 좀 실망스럽네요.. ㅜ 전기세 좀 나오겠어요. ,부정
4663,6단은 소음이 있지만 1~5단계는 소리가 엄청 조용해서 좋아요,중립
4664,습도자동조절도 되고 제습도 금방 되고 성능이 좋네요!!,긍정
4665,따로 조립할것도 없어서 정말 편해요,긍정
4666,제품 무게가 무척 가벼워서 아이들이 옮기기 편해서 만족해요.. ,긍정
4667,작동을 안합니다 한마디로 불량품입니다,부정
4668,2019년 8월 제작된 최신 신품이라 굉장히 기분 좋네요 ,긍정
4669,깔끔한 맛에 흰색 선택했어요 조으네요,긍정
4670,용량은 작지만 만족한 편입니다 ,중립
4671,제습도 잘되서 집이 뽀송뽀송 기분이 상쾌합니다~ ,긍정
4672,성능이 완전~ 안.시.원.해.요.,부정
4673,성능이 강력해서 집이 뽀송해짐. ,긍정
4674, 아래는 안내려가고 위로는 손으로 올리면 그상태로 고정되어 불편하네요,중립
4675,더위는 잡아주기는 하나 소리가 너무 커서 잘때는 가동히기 그래요,부정
4676,다만 내부 습기 제거 기능이 없어서 실망했습니다ㅠㅠ,부정
4677,저렴하게 좋은 가격에 잘 구매했어요~,긍정
4678,LED창에 습도표시기능이 있어 현재 몇프로인지 보여주니 좋네요,긍정
4679,딱 메이드인차이나  제품 그거에 비하면 저렴하진 않은듯,부정
4680,이번에 새로 구입하면서 대용량 제품으로 구입했는데 사용해보니 훨씬 좋네요.. 굿~,긍정
4681,"다만 예상했던 것보다 바람이 약해서 실망이고, ",부정
4682,다만 물통을 수시로 비워내야 해서 귀찮네요.. ㅜ 이럴 줄 알았으면 더 큰 용량 살걸 후회 ㅜ ,부정
4683,버튼식이 아니라 조그다이얼로 조절되는게 맘에 드네요,긍정
4684,소음이 좀 있고. ,부정
4685,습한 여름철 습기도 완전 잘 잡아 집이 뽀송해요.,긍정
4686,불량문제로 교환받은 제품 상판에 브랜드 로고가 없어 실망스럽지만...,부정
4687,좌우회전 할때마다 미세하게 덜덜거리는 증상이 있는데 나사가 덜 조여진것 같아요 ㅠ,중립
4688,제품 품질이 완전싸구려같아요ㆍ,부정
4689,물통 용량이 거실에서 쓰기에는 작아서 아쉽네요.,부정
4690, 블루투스 연결하는게 너무 어렵고 불편해요,부정
4691,크기가 너무 작지도 크지도 않아 딱 좋네요~,긍정
4692, 소음은 어느 정도 있고,부정
4693,두개중  한개가  열이 받으면 자동으로 꺼지는데 불량인지 ...,부정
4694,다만 작동소음이 약간 있어서 좀 신경쓰이지만 타 제품과 비교했을때는 비슷하거나 적은 편이라 그럭저럭 괜찮아요.. ,중립
4695, 할인된 가격으로 저렴하게 구매해서 기분 좋네요^^,긍정
4696,제품 전원켜고 금방 공기가 후끈후끈해집니다. 성능 무척 좋아요. ,긍정
4697,소음이 있긴 해요 그런데 크지 않아서 쓸만합니다. ,중립
4698,디자인 심플 그자체네요 ㅎㅎ,긍정
4699,가격은 비싸지 않고 괜찮네요.,긍정
4700,소음도 적고 ,긍정
4701,제품 가성비가 갑이라 너무 좋아요. ,긍정
4702,타사제품에 비해 제품 사용할때 소음없고 조용해서 만족스럽네요.. ,긍정
4703,예쁘고 고급진 디자인이 넘 좋아요~~,긍정
4704,바람기능도 여러단계로 세분화되어 있어 시원하고 편하네요. ,긍정
4705,"싸이즈 작은거 알고샀는데 저한테 딱이네요,",긍정
4706,예상보다 작동소음이 거의 없고 조용해서 만족해요. ,긍정
4707,물통 용량이 작아서 불편하긴 합니다. ,부정
4708,크기가 생각했던것보다 더 작아서 놀랐지만 사용하는데 크게 지장은 없어 괜찮아요.,중립
4709, 작동시 소음은 조금 있어서 살짝 신경이 거슬려요ㅜ,부정
4710,물통 용량이 커서 아주 만족하며 쓰고 있습니다. ,긍정
4711,"높이조절도 높고, 바람도 은은하게 불고 360도 회전 기능도 있어서 좋아요~",긍정
4712,그런데 색상이 사진보다 좀 칙칙한 색상이라 아쉬워요~,부정
4713,설치하는데 3시간이나 걸렸네요. ,부정
4714,"다만, OFF하고 슬라이드 덮개가 덮어질때까지 기다린 후 코드를 빼야해서 귀찮고 번거롭네요.. ㅜ ",부정
4715,소리는 거슬릴 정도는 아니지만 있어서 아쉬워요,중립
4716,왜이렇게 만들었는지  이해가 안감 잠자리날개 바람정도라고나 할까 ㅠㅠ,부정
4717,오랜시간 가동해도 발열이 없어 만족합니다.,긍정
4718,바람도 시원하지도 않아서 성능도 안좋네요ㅠ 000 살걸  너무 후회되요ㅠ,부정
4719,"디자인이 정말 예뻐서 구매했는데, ",긍정
4720, 한가지 아쉬운건 물통에 찍힌 자국이 있어 별로네요,부정
4721,올여름 구매한 선풍기 성능이 너무 좋아요. 바람이 너무 시원하고 키높이가 있어서 더 시원하게 느껴져요^^,긍정
4722,전원이 안들어오고따뜻하지않아 고객센터 의뢰한결과도 불량입니다ㅠ,부정
4723,다만 굉장히 무게가 무거워서 위 아래 이동시킬땐 힘들어요.. ㅜ 아쉽네요. ,부정
4724,적당한 바람에는 소음도 없는편입니다 .,긍정
4725,풍항수동조절이 잘 안되어서 조금 불편합니다.,부정
4726,착한 가격으로 구매해서 기분 좋아요~ ,긍정
4727,근데 열효율이 넘사벽이네요.,긍정
4728,가격도 다른곳보다 저렴해서 좋네요^^,긍정
4729,바람도 괜찮아요. ,긍정
4730,다들 여름 필수품이라고 강추하셔서 구입했는데 와우~~ 눅눅함과 옷의 곰팡이 냄새도 모두 사라져서 마음에 들어요.. ,긍정
4731,목에 걸고 다니니 편하긴 하네요~,긍정
4732,정말 올 여름 유용하게 잘 사용했네요. 이쁘고 ,긍정
4733,제품 마감이 불량인 제품으로 받았어요 별로예요,부정
4734,큰 창문에 연결이 않되는것이 단점이네요.ㅠㅠ,부정
4735,반사판에 수많은 지문은 먼가요??  상당히 찜찜하고 열받네요,부정
4736,가격은 저렴하지 않아서 아쉽네요.,부정
4737,디자인도 예쁘고,긍정
4738,긴 장마에 집안이 많이 습했는데 ooo 제습기 덕분에 잘 이용하고 있어요,긍정
4739,"하지만,10년된 냉장고 소리처럼 소음이 너무 심해요ㅠㅠ ",부정
4740,소음이 약간있고,중립
4741,제품 사용할때 소음이 많이 나서 거슬리고 안 좋네요.. ,부정
4742,"디자인이 정말 예뻐서 구매했는데, ",긍정
4743,제습력이 매우 뛰어나서 안방 눅눅했던 침구가 뽀송해져 밤에 꿀잠자고 있어요.. 대만족,긍정
4744,가격대비 그럭저럭,중립
4745,꿉꿉한 습기를 잘 없애줘서 좋습니다!,긍정
4746,헤드도 흔들리고 높이조절할때 뻑뻑하고 사용할때 너무 불편해요,부정
4747, 예쁜 디자인,긍정
4748,바람은 시원한편인데,긍정
4749,엄청 조용해서 아이들 방에서 사용하라고 넣어줬어요.. 너무 좋네요.. ,긍정
4750,소리는 어쩔 수 없네요ㅠ,부정
4751,드라이버 돌리기 무척 힘들었고 창틀도 잘 안 맞아서 신랑 엄청고생 했다.,부정
4752,약한 거 같아요 금방 찌그러졌어요 ㅠ,부정
4753,제품도 할인받아 싸게사서 더 좋아요. ^^ ,긍정
4754,디자인도 깔끔하니 예뻐요~^^,긍정
4755,성능이 좋아 습기가 사라지네요,긍정
4756,근데 3단으로 할때부터 덜덜덜 소리가 거슬리게 나네요.,부정
4757,가성비는 참 좋아요~,긍정
4758,성능이 나쁜것 같지는 않아서 사용하는데는 지장 없을듯해요,중립
4759,전용 가방이 있어 캠핑이나 차박할 때 사용하기 좋고,긍정
4760,써큘레이터가 아니라 그냥 선풍기로 봐야될것 같은 생각이 좀 드네요,부정
4761,원래 쓰던 제품 소음이 넘 시끄러워서 선택했는데 확실히 소음이 적어서 덜 거슬려요~ ,중립
4762,추운날씨에 편하게 아주 잘 사용하고 있어요,긍정
4763,"리모콘 버튼 사용이 너무 힘드네요.. 잘 안눌리고, 눌러도 반응이 한너무 안돼서 잘 눌리지도 않는 버튼 계속 힘껏 눌러야하고.. 손에 힘없는 분들은 리모콘 사용 못하실거같네요.",부정
4764,쾌속제습 모드가 있어 습기 한방에 휙~ 좋네요. ,긍정
4765,다만 바람세기를 강력하게 하면 모터 소음이 커져서 좀 불편하고 아쉬워요. ㅜ ,부정
4766,전기 차단기 내려가 쓰지도 못하고 주위분들께 불편만 주고 왔어요. ㅜ 품질 꽝 ,부정
4767,저소음모드로 엄청 조용하니 맘에 들어요 ㅎㅎ,긍정
4768,소음이 크진 않지만 3~4단에서는 좀 있는 편이라 아쉽네요.,부정
4769,에너지 효율이 1등급인데 전력 소모가 꽤 많이 돼서 전기세는 많이 나오겠네요.,부정
4770,반지하에 살아서 습기가 무척 많은데 제품 켜놓으면 금방 건조가 되어서 성능 마음에 듭니다. ,긍정
4771,연노랑 바닐라 색 너무 예쁩니다.^^  강추 합니다..,긍정
4772,000 제습기중에 무게가 젤 무겁네요ㅜㅜ,부정
4773,에너지 효율은 1등급이라 전기세 걱정은 덜었습니다.,긍정
4774,집 크기에 비해서 작은 용량의 제습기를 산거같아요ㅠ,부정
4775,발 바로 옆만 따뜻하고,부정
4776,기스두개는 그렇다치고 저 선정리빵끈은 머죠?,부정
4777,바람세기를 강풍으로 했을때 작동소음이  많이 커서 불편하고 안 좋네요ㅜ,부정
4778,저렴하게 구매했네요,긍정
4779, OO쇼핑에서 구입할 때  체크카드로 청구할인 혜택이 있는 줄 알고 구입했는데 제 가격에 주고 샀어요ㅠㅠ,부정
4780,또 오래 사용하면 본체 윗면에서 뜨거운 바람이 나와서 여름철 더 더운 느낌이 들어요.. ㅜ 안좋네요. ,부정
4781,색상은 질리지 않는 무난한 실버컬러로 왔네요,중립
4782,하나는 회전이 안되서 불량ㅡ.ㅡ,부정
4783,에너지등급도 1등급이라 좋네요,긍정
4784,가습이 충분하지 않아요..이쁘고 붕이 들어오는거 말고는~ㅠㅠ,부정
4785,제습기 치고 소리도 조용한 편이라 좋고,긍정
4786,흑 ㅜㅜ 근데 예상보다 모터 소음이 심해서 거슬리고 취침시 사용하는건 소음 때문에 안되겠어요. ㅜ 실망입니다. ,부정
4787,그리고 물통이 플라스틱 소재라 부딪히면 깨질까하는 걱정스러움이 있네요 ㅠ,부정
4788,기능면에서 두 남자가 쓸일이 없을 것 같다네요.,부정
4789,찜해 두었던 모델이 할인 들어가서 바로 겟했네요.. 기분 아주 좋아요.. ㅎㅎ,긍정
4790,소리도 조용해서 좋아요,긍정
4791,시원함은 덜하고..,부정
4792,작지만 따뜻한 바람이 잘 나와 성능 만족합니다. ,긍정
4793,사용하던 제품이 고장나서 같은 상품으로 재구매했어요. 역시 사용해보니 제품 품질 좋아 만족해요.  ,긍정
4794,제조일이 최근에 생산된  제품이라서 맘에 들어요,긍정
4795,색상은 조금 칙칙해서 아쉽네요,부정
4796,1+1구성이라 바로 이거다 하고 구입했는데 돈이 아깝네요,부정
4797,빨래 말려주는 기능 칭찬합니다. 넘 만족해요. ,긍정
4798, 가격대비 가성비 짱!입니다.,긍정
4799,바람 세기가 18단계라는데 전 차이점을 잘 모르겠어요 ㅠ,부정
4800,제품 켜면 바로 따뜻한 바람 나와서 좋아요.^^,긍정
4801,요즘 나오는 제품에 비하면 품질이 허접합니다.,부정
4802,디자인도 깔끔해서 너무 예쁩니다.,긍정
4803,"제품 외관이 심플하고 모던한 이미지라 거실 인테리어와 아주 잘어울려 마음에 들어요,.. ",긍정
4804,장마철 제습효과가 아주 뛰어나고 휴대폰 연동도 잘되어 만족합니다. ,긍정
4805,선풍기처럼 좀 떨어트려놓고 사용하면 바람이 나오는지 가동이 되고 있는지 가늠이 안되네요.ㅠ,부정
4806,작으만하고 혼자 쓰기에 좋아요 자리도 많이 차지 하지않고,긍정
4807,손잡이도 계속 빠지고 휴....,부정
4808,디자인깨끗하고 제습성능 좋다고 너무좋아하네요,긍정
4809,사용해보니 작은 공간에 적합한 제품이에요. 전 캠핑용으로 구입해서 화력에 만족해요.,긍정
4810,다만 작동할때 소음이 상당히 있어서 안 좋아요. ㅜ ,부정
4811,바람이 많이 시원하지는않네요,부정
4812,소리가 좀 시끄럽다고 하더라구요 남편이ㅠ,부정
4813,제품 용량이 작아서 수시로 물통을 비워내야 하는 점은 번거롭고 마음에 안들어요.,부정
4814,너무 안시원합니다,부정
4815,오래된 욕실 환풍기를 교체하니 환기도 더 잘되고 성능도 좋아요,긍정
4816,소음도 심하게납니다,부정
4817,직접 설치가 좀 힘들긴 했으나,부정
4818,제품 하자 없이 작동잘 되고 퀄리티도 좋아 만족합니다.,긍정
4819,저렴해서 그런지 소음이 상당히 커서 신경쓰이고 안좋아요. ㅜ ,부정
4820,소음이 조금 있어서 별로에요,중립
4821,제품이 아담해서 사무실 책상 아래 내려놓고 사용하기 편리해요. ^^ 잘 샀어요. ,긍정
4822,따스하고 크기도 딱 좋습니다.,긍정
4823,가성비가 좋아서 마음에 듭니다. ,긍정
